id,product_name,price,quantity,expiration_date,category,manufacturer,stock_symbol,location,is_available,purchase_date
984,Wine - Sicilia Igt Nero Avola,38.84,359,6/24/2022,food,Skidoo,FUL,Room 1976,false,10/29/2022
985,Horseradish Root,98.25,454,1/13/2022,household,Dabfeed,CIM^A,Suite 37,true,11/7/2023
986,Flax Seed,41.96,770,2/17/2023,personal care,Wordware,HFC,3rd Floor,false,5/13/2023
987,"Napkin - Beverge, White 2 - Ply",80.88,379,12/20/2023,household,Meembee,BBT^E,18th Floor,false,6/25/2023
988,Cheese - Comte,2.38,564,1/26/2022,beverages,Jabbercube,RGLS,PO Box 92225,false,8/26/2023
989,"Rum - Light, Captain Morgan",43.23,52,9/20/2023,food,Dabfeed,RDNT,Room 910,true,10/31/2022
990,"Roe - Lump Fish, Red",6.05,83,11/5/2022,household,Babblestorm,SMBC,13th Floor,false,4/1/2022
991,Cheese - Taleggio D.o.p.,50.95,2,2/19/2022,beverages,Aibox,MTT,Room 789,true,7/5/2023
992,Flour - All Purpose,56.48,13,7/9/2022,household,Edgeify,NTEST.C,Apt 578,false,6/13/2023
993,Vanilla Beans,4.41,6,2/5/2022,beverages,Feednation,WSBC,Room 411,true,6/22/2022
994,Hagen Daza - Dk Choocolate,52.98,547,11/1/2022,personal care,Linkbuzz,NANO,17th Floor,true,10/28/2022
995,Towels - Paper / Kraft,93.21,299,7/12/2023,personal care,Devify,HLS,14th Floor,true,12/2/2023
996,Absolut Citron,54.19,111,10/10/2023,beverages,Gabtune,FWONA,PO Box 57158,true,10/8/2023
997,"Garlic - Primerba, Paste",82.3,516,7/30/2023,household,Yozio,XEL,Suite 59,true,2/8/2022
998,Lamb - Loin Chops,36.98,67,6/2/2022,beverages,Kayveo,STAR^E,Room 801,true,12/15/2023
999,Shortbread - Cookie Crumbs,8.73,542,6/29/2022,household,Voolith,BHP,Suite 65,false,4/18/2022
1000,Broom And Brush Rack Black,29.18,390,8/20/2023,personal care,Skalith,DLTH,Suite 79,false,8/6/2023
